day,session,session_type,hall,paper_id,time_slot,title,authors,affiliations,icra_keywords,matched_tc_keywords,matched_abstract_phrases,abstract
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.260,15:00-16:30,A Dual-Field Framework for Urban Low-Altitude UAV Traffic Planning and Management,"Dong, Zhaoqi; Chen, Lei",Beijing Institute of Technology; Beijing Institute of Technology,"Intelligent Transportation Systems; Aerial Systems: Applications; Planning, Scheduling and Coordination","Planning, Scheduling and Coordination",,"Urban Air Mobility emerges as a transformative mode of transportation, but its integration into complex low-altitude urban environments requires systematic consideration of safety and efficiency. This study aims to develop a computational framework that enables structured traffic organization while accounting for spatially variant risks. The framework introduces a dual-field environmental model that couples a traversability field, which quantifies continuous anisotropic risk, with a scalar potential field, which encodes macroscopic traffic flow. The path planning formulation computes geodesics under an anisotropic metric derived from the dual-field, and the centralized coordination mechanism updates the fields to maintain real-time deconfliction. Simulation results demonstrate that the proposed framework generates paths that reduce exposure to high-risk regions to a negligible level and achieve a substantial reduction in average curvature compared to a baseline planner. Furthermore, the local update mechanism provides significant computational speedup for dynamic real-time scenarios. These results validate the capability of the dual-field framework to unify safety and efficiency in urban airspace management, providing a scalable foundation for future unmanned traffic management systems."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.262,15:00-16:30,WorldPlanner: Monte Carlo Tree Search and MPC with Action-Conditioned Visual World Models,"Khorrambakht, Rooholla; Ortiz-Haro, Joaquim; Amigo, Joseph; Mostafa, Omar; Dugas, Daniel; Meier, Franziska; Righetti, Ludovic",New York University; New York University; New York University; New York University Abu Dhabi; Meta FAIR; Meta FAIR; New York University,Integrated Planning and Learning; Learning from Demonstration; Learning from Experience,Integrated Planning and Learning,,"Robots must understand their environment from raw sensory inputs and reason about the consequences of their actions in it to solve complex tasks. Behavior Cloning (BC) leverages task-specific human demonstrations to learn this knowledge as end-to-end policies. However, these policies are difficult to transfer to new tasks, and generating training data is challenging because it requires careful demonstrations and frequent environment resets. In contrast to such policy-based view, in this paper we take a model-based approach where we collect a few hours of unstructured easy-to-collect play data to learn an action-conditioned visual world model, a diffusion-based action sampler, and optionally a reward model. The world model -- in combination with the action sampler and a reward model -- is then used to optimize long sequences of actions with a Monte Carlo Tree Search (MCTS) planner. The resulting plans are executed on the robot via a zeroth-order Model Predictive Controller (MPC). We show that the action sampler mitigates hallucinations of the world model during planning and validate our approach on 3 real-world robotic tasks with varying levels of planning and modeling complexity. Our experiments support the hypothesis that planning leads to a significant improvement over BC baselines on a standard manipulation test environment."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.265,15:00-16:30,UTTG: A Universal Teleoperation Framework Via Online Trajectory Generation,"Fang, ShengJian; Zhou, Yixuan; Zheng, Yu; Jiang, Pengyu; Liu, Siyuan; Wang, Hesheng",Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University; Shanghai Jiao Tong University,Telerobotics and Teleoperation; Task and Motion Planning; Physical Human-Robot Interaction,Task and Motion Planning,,"Teleoperation is crucial for hazardous environment operations and serves as a key tool for collecting expert demonstrations in robot learning. However, existing methods face robotic hardware dependency and control frequency mismatches between teleoperation devices and robotic platforms. Our approach introduces a unified interface that automatically extracts kinematic parameters from Unified Robot Description Format (URDF) files, enabling plug-and-play deployment across diverse robotic systems. The proposed interpolation algorithm bridges the frequency gap between low-rate human inputs and high-frequency robotic control commands through online continuous trajectory generation, without requiring access to the closed, bottom-level control loop. To further reduce latency, a joint prediction module is incorporated to anticipate operator intent and compensate for delays. Moreover, we introduce a minimum-stretch spline to optimize motion smoothness and quality. The system supports both precision and rapid operation modes for different task requirements. Experiments on three robotic platforms, including dual-arm setups, demonstrate our framework's generality, smoothness, and responsiveness. Teleoperation latency remains below 50ms at 30Hz input and approaches 15ms at 200Hz input. The code is developed in C++ with a Python interface, and available at https://github.com/IRMV-Manipulation-Group/UTTG."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.266,15:00-16:30,Transformation-Domain Gaussian Smoothing for Translational Direct Visual Servoing,"Nasir, Amneh; Kachi, Djemaa; André, Antoine N.; Caron, Guillaume",Université De Picardie Jules Verne (UPJV); University of Picardy; AIST; CNRS,Visual Servoing; Optimization and Optimal Control,Optimization and Optimal Control,,"Direct visual servoing (DVS) uses raw pixel intensities to control robot motion, yielding high accuracy at convergence. However, the associated photometric cost function is highly nonconvex, which leads to a narrow domain of convergence due to local minima. This work addresses that issue by adapting a Gaussian homotopy framework for cost function smoothing from cross-correlation to the sum of squared differences (SSD) objective used in DVS. The result is a spatially varying, transformation-domain kernel that depends on the motion model, producing smoother cost landscapes and enlarging the convergence basin. We first apply the smoothing to an SSD cost, derive its corresponding transformation kernel for the motion model in the camera domain, and then incorporate it into a DVS control law. The method is compared against uniform image domain blurring via Photometric Gaussian Mixtures. Experiments with an eye-in-hand robotic arm setup over three degrees of freedom translation and with different initial poses show that cost smoothing significantly increases the convergence domain while preserving the accuracy of DVS."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.269,15:00-16:30,Learning Collision-Free Object Goal Pushing for Quadruped Robots with Safe Corridors,"Lai, Gabriel; Wong, Yi; Yeung, Chung Yui; Xu, Shaohang; Chen, Zhi; Ho, Chin Pang",City University of Hong Kong; City University of Hong Kong; City University of Hong Kong; City University of Hong Kong; The Chinese University of Hong Kong; City University of Hong Kong,Reinforcement Learning; Deep Learning in Grasping and Manipulation; Collision Avoidance,Collision Avoidance,,"While recent advancements in reinforcement learning have enabled quadrupedal robots to perform non-prehensile manipulation tasks like pushing, existing methods have largely overlooked the critical challenge of obstacle avoidance. In this paper, we address this significant limitation by introducing a novel reinforcement learning (RL) framework that controls a quadrupedal robot to push large objects in cluttered, real-world environments. In particular, obstacle avoidance is integrated as a primary objective directly into the policy training process. To achieve this, we propose to represent the traversable space with a low-dimensional safe corridor, a method that is both computationally efficient and highly effective. This approach avoids the need for complex and resource-intensive training pipelines typically required for processing high-dimensional sensor data. We validate our policy through extensive experiments in both simulation and the real world. The implementation code will be released to benefit the research community."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.27,15:00-16:30,RealTraj: Towards Real-World Pedestrian Trajectory Forecasting,"Fujii, Ryo; Saito, Hideo; Hachiuma, Ryo",Keio University; Keio University; NVIDIA,Human-Aware Motion Planning; Motion and Path Planning; Autonomous Vehicle Navigation,Human-Aware Motion Planning; Motion and Path Planning,,"This paper jointly addresses three key limitations in conventional pedestrian trajectory forecasting: pedestrian perception errors, real-world data collection costs, and person ID annotation costs. We propose a novel framework, RealTraj, that enhances the real-world applicability of trajectory forecasting. Our approach includes two training phases--self-supervised pretraining on synthetic data and weakly-supervised fine-tuning with limited real-world data--to minimize data collection efforts. To improve robustness to real-world errors, we focus on both model design and training objectives. Specifically, we present Det2TrajFormer, a trajectory forecasting model that remains invariant to tracking noise by using past detections as inputs. Additionally, we pretrain the model using multiple pretext tasks, which enhance robustness and improve forecasting performance based solely on detection data. Unlike previous trajectory forecasting methods, our approach fine-tunes the model using only ground-truth detections, reducing the need for costly person ID annotations. In the experiments, we comprehensively verify the effectiveness of the proposed method against the limitations, and the method outperforms state-of-the-art trajectory forecasting methods on multiple datasets."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.271,15:00-16:30,"See, Plan, Cut: MPC-Based Autonomous Volumetric Robotic Laser Surgery with OCT Guidance","Prakash, Ravi; Wang, Vincent; Mishra, Arpit; Yuliarti, Devi; Zhong, Pei; McNabb, Ryan; Codd, Patrick; Bridgeman, Leila",Duke University; Duke University; Duke University; Duke University; Duke University; Duke University; Duke University; Duke University,Medical Robots and Systems; Surgical Robotics: Planning; Hardware-Software Integration in Robotics,,model predictive control,"Robotic laser systems enable sub-millimeter, non- contact tissue resection, yet existing platforms lack volumetric planning and intraoperative feedback. We present RATS (Robot-Assisted Tissue Surgery), an intelligent optical coherence tomography (OCT)-guided robotic platform for autonomous volumetric soft tissue resection. RATS integrates macro-scale RGB-D imaging, micro-scale OCT, and a fiber- coupled surgical laser, calibrated through a novel multistage alignment pipeline that achieves OCT-to-laser calibration accuracy of 0.161 ± 0.031 mm. A super-Gaussian lasertissue interaction (LTI) model characterizes ablation morphology with an average RMSE of 0.231 ± 0.121 mm, outperforming Gaussian baselines. A sampling-based model predictive control (MPC) framework operates directly on OCT voxel data to generate closed-loop, constraint-aware resection trajectories, achieving 0.842 mm RMSE (root-mean-square error) and improving intersection-over-union agreement by 64.8% compared to feedforward execution. RATS also detects and preserves subsurface structures, demonstrating the first closed-loop autonomous volumetric robotic laser resection with OCT guidance. To our knowledge, this is the first demonstration of closed-loop autonomous volumetric robotic laser resection with OCT guidance, enabling precise, obstacle-aware tissue removal with potential in neurosurgery."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.273,15:00-16:30,Deep Reinforcement Learning for Reach-Avoid-Stay Problems,"Chenevert, Gabriel; Li, Jingqi; Kannan, Achyuta; Bae, Sangjae; Lee, Donggun","North Carolina State University; Berkeley; North Carolina State University; Honda Research Institute, USA; North Carolina State University",Optimization and Optimal Control; Machine Learning for Robot Control; Deep Learning Methods,Optimization and Optimal Control,,"Reach-Avoid-Stay (RAS) tasks are essential in applications where systems must safely reach a target set and remain within it under all bounded disturbances. Existing approaches either struggle to compute the maximal robust RAS setthe set of all states from which the RAS task is achievableor are limited in handling general dynamic systems. To address these challenges, this paper proposes a two-step deep reinforcement learning framework that jointly learns the maximal robust RAS set and the corresponding control policy. The first step identifies the maximal robust control-invariant set within the target set and derives a policy that ensures the system remains within it. The second step computes the maximal robust reach-avoid (RA) set using this invariant set as the target, and it is proven that this RA set is equivalent to the maximal robust RAS set. Leveraging this result, a switching policy is constructed from the two step-wise policies, which constitutes a valid policy guaranteeing completion of the RAS task. Simulation results demonstrate that the proposed framework (1) computes the exact maximal robust RAS set in the absence of training errors, yielding the least restrictive RAS policy, and (2) identifies the RAS set with high accuracy while outperforming baseline methods on RAS tasks."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.274,15:00-16:30,Higher Order Reasoning for Collaborative Communicationless Mobile Robot Operations,"Reasoner, Jonathan; Bezzo, Nicola",University of Virginia; University of Virginia,Cooperating Robots; Path Planning for Multiple Mobile Robots or Agents; Distributed Robot Systems,Path Planning for Multiple Mobile Robots or Agents,,"In communicationless environments, multi-robot systems must operate without the constant information exchange that many coordination strategies typically assume. This paper presents a novel dynamic epistemic planning framework that enables implicit coordination and long horizon planning through higher-order reasoning among robots. With our approach, robots form and propagate higher-order belief particles, update world beliefs using Bayesian inference, and select actions via a behavior tree that anticipates teammates likely decisions. A temporally aware Model Predictive Path Integral (MPPI) controller integrates this reasoning into low-level execution, allowing robots to plan intercepts and adapt trajectories under partial observability. The proposed framework is evaluated in both simulations and physical experiments, where it consistently reduces task completion time compared to a first-order baseline, demonstrating that epistemic logic can serve as a robust foundation for resilient coordination in communication-restricted domains."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.278,15:00-16:30,Robust Robot Navigation through Failure-Aversion Learning,"Yu, Zhifeng; Li, Xuyang; Fang, Jianwu; Li, Guangliang; Xue, Jianru",Xi 'an Jiaotong University; Xi'an Jiaotong University; Xian Jiaotong University; Ocean University of China; Xi'an Jiaotong University,Reinforcement Learning; Learning from Experience; Integrated Planning and Control,Integrated Planning and Control,,"Autonomous navigation in complex dynamic environments remains a fundamental challenge in robotics, and many reinforcement learning (RL) algorithms have demonstrated promising results, especially the on-policy ones. However, the inherent sample efficiency issue is still a fundamental problem to be solved. Methods integrating off-policy approaches into on-policy frameworks have been proposed to improve the sample efficiency by focusing on imitating the agents past exemplary experiences while discarding less optimal ones. However, these methods overlook the valuable insights embedded within failures. Although some research has begun to explore learning from failures, it is usually done at a point-by-point level, ignoring the rich sequence context inherent in the trajectory. In this paper, we introduce DFPS-Nav, a training framework that utilizes Failure-Aversion Learning (FAL) to perform segmented, trend-based credit assignment, identifying both failure-inducing actions and valuable recovery behaviors within failed trajectories. We further improve successful imitation by adopting Prioritized Self-Imitation Learning (PSIL), which scores trajectories and prioritizes high-quality behaviors so that successful behaviors are reliably reproduced. Extensive simulation and real-world experiments demonstrate that using both FAL and PSIL to extract and refine information from the sequential context within trajectories, DFPS-Nav achieves up to 29.5% and 27% higher success rates in static and dynamic environments compared to the strong baseline method and successfully is applied in the real world. This work underscores how systematically deconstructing failures while prioritizing successes leads to more efficient and robust autonomous navigation."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.279,15:00-16:30,Think Fast: Real-Time Kinodynamic Belief Space Planning for Projectile Interception,"Olin, Gabriel; Chen, Lu; Gandotra, Nayesha; Likhachev, Maxim; Choset, Howie",Carnegie Mellon University; Northeastern University; Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,Reactive and Sensor-Based Planning; Planning under Uncertainty; Motion and Path Planning,Reactive and Sensor-Based Planning; Planning under Uncertainty; Motion and Path Planning,,"Intercepting fast moving objects, by its very nature, is challenging because of its tight time constraints. This problem becomes further complicated in the presence of sensor noise because noisy sensors provide, at best, incomplete information, which results in a distribution over target states to be intercepted. Since time is of the essence, to hit the target, the planner must begin directing the interceptor, in this case a robot arm, while still receiving information. We introduce an tree-like structure, which is grown using kinodynamic motion primitives in state-time space. This tree-like structure encodes reachability to multiple goals from a single origin, while enabling real-time value updates as the target belief evolves and seamless transitions between goals. We evaluate our framework on an interception task on a 6 DOF industrial arm (ABB IRB-1600) with an onboard stereo camera (ZED 2i). A robust Innovation-based Adaptive Estimation Adaptive Kalman Filter (RIAE-AKF) is used to track the target and perform belief updates."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.28,15:00-16:30,Time-Optimal Trajectory Planning and Model Predictive Control of Morphing Quadrotors,"Wang, Qiuyu; Zhao, Na; Qin, Chaojun; Ke, Xiyu; Luo, Yudong; Shen, Yantao","Dalian Maritime University‌; Dalian Maritime University; Dalian Maritime University; Rutgers, the State University of New Jersey; Dalian Maritime University; University of Nevada, Reno",Autonomous Vehicle Navigation; Process Control,,trajectory planning; model predictive control,"Morphing quadrotors offer enhanced maneuverability and adaptability in confined spaces, while their structural variations pose challenges to trajectory planning and control. This paper presents a time-optimal trajectory planning and model predictive control framework for the morphing quadrotor. The trajectory generator computes time-optimal trajectories by dynamically adjusting arm lengths, allowing the quadrotor to traverse waypoints as quickly as possible while satisfying constraints. The generated trajectory is then brought into the designed dual-loop model predictive control architecture to achieve autonomous flight, in which the outer loop tracks the desired trajectory and the inner loop synchronously regulates attitude and arm length of the morphing quadrotor. Experimental validation demonstrates that the proposed framework achieves high-precision trajectory tracking, robust dynamic response, and superior adaptability in confined environments."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.280,15:00-16:30,ECAHD: Efficient Collision-Aware Hierarchical Diffusion Navigation,"Pahk, Jinu; Kim, Theo Taeyeong; Lee, Jun Ki; Zhang, Byoung-Tak",Seoul National University; Seoul National University; Seoul National University; Seoul National University,Deep Learning Methods; Imitation Learning; Integrated Planning and Learning,Integrated Planning and Learning,,"In this work, we propose Efficient Collision-Aware Hierarchical Diffusion Navigation (ECAHD), a hierarchical diffusion-based framework designed for both safety and computational efficiency. ECAHD generates a sparse trajectory for global path planning and a dense trajectory for local path refinement. The robot follows a rapidly sampled sparse global trajectory, and when a potential collision is detected, a collision-aware guidance diffusion mechanismwhich accounts for the robots shapeadjusts the local trajectory accordingly. Conventional full-sequence diffusion planners suffer from slow sampling speeds and performance degradation when collision-aware guidance is applied across the entire trajectory. ECAHD addresses these issues by significantly reducing the number of waypoints predicted by the global diffusion planner, while delegating robot shape aware collision guidance to the local diffusion planner. This separation not only accelerates planning but also preserves global trajectory quality, as goal-conditioned sampling is no longer disrupted by collision-related constraints. Furthermore, ECAHD allows for increasing the number of global trajectory samples to enhance performance, without incurring substantial computational overhead. In maze2d-large planning tests, ECAHD improved success rates by approximately 1.3% while reducing collision rates by more than 50%, all while cutting inference time by nearly half."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.282,15:00-16:30,CG-THWM: Curriculum-Guided Temporal Haptic World Modeling for Peg-In-Hole Tasks,"Zhong, Xinli; Han, Feng; Xu, Manya; Li, Mu; Zhang, Daqiang; Niu, Jianwei",University of Chinese Academy of Sciences，Beihang University; Beihang University; University of Chinese Academy of Sciences; Beihang University; Tongji University; Beihang University,Assembly; Reinforcement Learning; Manipulation Planning,Manipulation Planning,,"Fine-tolerance peg-in-hole manipulation demands high precision under contact-rich, nonsmooth dynamics, where irregular geometries, inclinations, and tight-clearance interference often cause model-free reinforcement learning (RL) to fail. We propose the Curriculum-Guided Temporal Haptic World Model (CG-THWM), which couples a world model with temporal haptic information and trains it via a staged curriculum. The world model supports efficient long-horizon planning with value estimation, while temporal haptic signals expose critical contact events; the curriculum stabilizes training and improves generalization. To enable rigorous evaluation, we construct a dataset for complex insertions that covers irregular, inclined, and interference-rich settings. In simulation, CG-THWM attains a 100% success rate on standard baselines and a 70% mean success rate in scenarios where conventional RL fails. These results highlight CG-THWM's potential for industrial and service applications."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.290,15:00-16:30,Accelerating Trajectory Optimization by Exploiting B-Spline Gradient Structure,"Doiron, Nikos; Duquette, Thomas; Tchane Djogdom, Gilde Vanel; Gallant, Andre",Université De Moncton; Université De Moncton; Université De Moncton; Université De Moncton,Optimization and Optimal Control; Constrained Motion Planning; Collision Avoidance,Optimization and Optimal Control; Constrained Motion Planning; Collision Avoidance,,"This work presents a discrete-time trajectory optimization framework that achieves near real-time performance for robotic manipulators. This is achieved by drastically speeding up constraint gradient computations. The approach leverages the analytical and structural properties of B-splines to introduce three key speedups: exploiting gradient sparsity from local control, using a hybrid-analytical method to replace most finite differences with closed-form derivatives, and aggregating constraints per knot-span to reduce the problem size. Validated on a simulated UR5e across 64 tasks in a cluttered workspace, these cumulative speedups reduce computation time by up to 96.3% (a 26.9x speedup) relative to a finite-difference baseline, without compromising trajectory quality, success rate, or fidelity to kinematic, dynamic, and collision constraints."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.291,15:00-16:30,Design and Control of Modular Magnetic Millirobots for Multimodal Locomotion and Shape Reconfiguration,"Garcia Oyono, Erik; Lin, Jialin; Zhang, Dandan",Imperial College London; Imperial College London; Imperial College London,Cellular and Modular Robots; Micro/Nano Robots; Medical Robots and Systems,,path planning,"Modular small-scale robots offer the potential for on-demand assembly and disassembly, enabling task-specific adaptation in dynamic and constrained environments. However, existing modular magnetic platforms often depend on workspace collisions for reconfiguration, employ bulky three-dimensional electromagnetic systems, and lack robust single-module control, which limits their applicability in biomedical settings. In this work, we present a modular magnetic millirobotic platform comprising three cube-shaped modules with embedded permanent magnets, each designed for a distinct functional role: a free module that supports self-assembly and reconfiguration, a fixed module that enables flip-and-walk locomotion, and a gripper module for cargo manipulation. Locomotion and reconfiguration are actuated by programmable combinations of time-varying two-dimensional uniform and gradient magnetic field inputs. Experiments demonstrate closed-loop navigation using real-time vision feedback and A* path planning, establishing robust single-module control capabilities. Beyond locomotion, the system achieves self-assembly, multimodal transformations, and disassembly at low field strengths. Chain-to-gripper transformations succeeded in 90% of trials, while chain-to-square transformations were less consistent, underscoring the role of module geometry in reconfiguration reliability. These results establish a versatile modular robotic platform capable of multimodal behavior and robust control, suggesting a promising pathway toward scalable and adaptive task execution in confined environments."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.295,15:00-16:30,A Contact-Driven Framework for Manipulating in the Blind,"Saleem, Muhammad Suhail; Yuan, Lai; Likhachev, Maxim",Carnegie Mellon University; Carnegie Mellon University; Carnegie Mellon University,Manipulation Planning; Motion and Path Planning,Manipulation Planning; Motion and Path Planning,,"Robots often face manipulation tasks in environments where vision is inadequate due to clutter, occlusions, or poor lightingfor example, reaching a shutoff valve at the back of a sink cabinet or locating a light switch above a crowded shelf. In such settings, robots, much like humans, must rely on contact feedback to distinguish free from occupied space and navigate around obstacles. Many of these environments often exhibit strong structural priorsfor instance, pipes often span across sink cabinetsthat can be exploited to anticipate unseen structure and avoid unnecessary collisions. We present a theoretically complete and empirically efficient framework for manipulation in the blind that integrates contact feedback with structural priors to enable robust operation in unknown environments. The framework comprises three tightly coupled components: (i) a contact detection and localization module that utilizes joint torque sensing with a contact particle filter to detect and localize contacts, (ii) an occupancy estimation module that uses the history of contact observations to build a partial occupancy map of the workspace and extrapolate it into unexplored regions with learned predictors, and (iii) a planning module that accounts for the fact that contact localization estimates and occupancy predictions can be noisy, computing paths that avoid collisions and complete tasks efficiently without eliminating feasible solutions. We evaluate the system in simulation and in the real world on a UR10e manipulator across two domestic tasks(i) manipulating a valve under a kitchen sink surrounded by pipes and (ii) retrieving a target object from a cluttered shelf. Results show that the framework reliably solves these tasks, achieving up to a 2x reduction in task completion time compared to baselines, with ablations confirming the contribution of each module."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.297,15:00-16:30,SA-MPPI: Sensitivity-Aware Model Predictive Path Integral Control for Robust and Agile Quadrotor Flight,"Gu, Fuqiang; Lu, Xu; Liu, Huidong; Ai, Jiangshan; Long, Xianlei; Jiang, Tao; Chen, Chao; Huang, Zhao","Chongqing University; Chongqing University; The College of Computer Science, Chongqing University,; Chongqing University; Chongqing University; Chongqing University; Chongqing University; University of Aberdeen",Aerial Systems: Mechanics and Control; Motion Control; Robust/Adaptive Control,Motion Control; Robust/Adaptive Control,,"Reliable quadrotor control in dynamic environments remains challenging due to external disturbances and internal uncertainties. While Model Predictive Path Integral (MPPI) control enables agile maneuvers through samplingbased optimization, its performance often degrades under such unmodeled uncertainties, leading to brittle and unsafe behavior. To address this, we propose SA-MPPI, a novel robust MPC framework that integrates asynchronous guidance with a novel open-loop sensitivity metric. The asynchronous module leverages a slower auxiliary controller to generate an informed sampling distribution, improving convergence without introducing latency. The sensitivity metric penalizes high-variance trajectories under sampled disturbances via nested Monte Carlo rollouts, embedding robustness directly into the optimization. Extensive simulations and real-world quadrotor experiments demonstrate that SA-MPPI outperforms adaptive baselines, reducing tracking errors by up to 47% under significant wind disturbances while achieving over 2× higher computational efficiency. These results highlight SA-MPPIs ability to deliver low-latency, safe, and predictable control in uncertain, dynamic environments."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.299,15:00-16:30,EnhanceERASOR: Two-Stage Static 3D Point Cloud Mapping in Dynamic Scenes,"Yu, Shuyang; Wu, Yi; Guan, Xiaoqing; Jin, Song; Liu, Haoxiang; Wang, You; Li, Guang",Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University; Zhejiang University,Mapping; Range Sensing,,path planning,"A clean map of the surrounding environment is essential for autonomous driving systems to ensure reliable localization and safe path planning. However, the existence of dynamic objects introduces ghost traces into the map, significantly degrading its quality. To address this issue, we propose EnhanceERASOR, a two-stage framework for static 3D point cloud mapping, consisting of a lightweight OnlineERASOR stage for real-time static mapping and an OfflineRefinement stage for global optimization. The Online-ERASOR stage utilizes the egocentric ratio of pseudo occupancy between consecutive scans to identify dynamic points, followed by verification and post-processing strategies to suppress false positives and false negatives. The Offline-Refinement stage introduces a submap-to-map consistency check to suppress semi-dynamic and slow-moving objects, and adopts a voxel-guided strategy for dense static mapping. Extensive experiments on diverse datasets with different scenarios and sensors demonstrate the superior performance, robustness, and generalization ability of our proposed method in static map construction."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.300,15:00-16:30,GeoFIK: A Fast and Reliable Geometric Solver for the IK of the Franka Arm Based on Screw Theory Enabling Multiple Redundancy Parameters,"Lopez-Custodio, Pablo; Gong, Yuhe; Figueredo, Luis",Nottingham Trent University; University of Nottingham; University of Nottingham (UoN),Kinematics; Redundant Robots; Manipulation Planning,Manipulation Planning,,"Modern robotics applications require an inverse kinematics (IK) solver that is fast, robust and consistent, and that provides all possible solutions. Currently, the Franka robot arm is the most widely used manipulator in robotics research. With 7 DOFs, the IK of this robot is not only complex due to its redundancy, but also due to the link offsets at the wrist and elbow. Due to this complexity, none of the Franka IK solvers available in the literature provide satisfactory results when used in real-world applications. Therefore, in this paper we introduce GeoFIK (Geometric Franka IK), an analytical IK solver that allows the use of different joint variables to resolve the redundancy. The approach uses screw theory to describe the entire geometry of the robot, computing the Jacobian matrix prior to the joint angles. All singularities are handled. As an example of how the geometric elements obtained by the IK can be exploited, a solver with the swivel angle as the free variable is provided. Several experiments are carried out to validate the speed, robustness, and reliability of GeoFIK against three state-of-the-art solvers."
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.301,15:00-16:30,OccLLaMA: A Unified Occupancy-Language-Action World Model for Enhancing Motion Planning Via Multi-Task Learning,"Wei, Julong; Yuan, Shanshuai; Li, Pengfei; Quan, Xinyi; Tai, Lei; Zhao, Jieru; Gan, Zhongxue; Ding, Wenchao","Fudan University; Fudan University; Institute for AI Industry Research (AIR), Tsinghua University; Fudan University; Hong Kong University of Science and Technology; Shanghai Jiao Tong University; Fudan University; Fudan University",Computer Vision for Automation; Deep Learning for Visual Perception; Autonomous Vehicle Navigation,,motion planning,"Scene understanding via multi-modal large language models and scene forecasting with world models have advanced the development of autonomous driving. The former maps visual inputs to driving-specific outputs, neglecting spatial reasoning and world dynamics. The latter captures world dynamics, lacking comprehensive scene understanding. In contrast, human divers seamlessly integrate understanding, forecasting, and decision-making through multi-modal representations. To this end, we propose OccLLaMA, a unified occupancy-language-action world model to enhance motion planning via multi-task learning. It uses semantic occupancy as a unified 3D visual representation, effectively integrating spatial scene understanding and forecasting. Specifically, we first introduce a tailored scene tokenizer that auto-encodes semantic occupancy into latent tokens for invertible compression. Furthermore, we enhance LLaMA to enable joint learning across both understanding and generation tasks within a unified auto-regressive framework, incorporating multi-task pretraining and motion-planningoriented fine-tuning. Extensive experiments demonstrate that OccLLaMA not only achieves competitive performance on scene understanding and occupancy forecasting, but also enhances motion planning by integrating multi-task inference, showcasing its effectiveness and potential as a foundation model for autonomous driving. Project page: href{https://vilonge.github.io/OccLLaMA_Page/}{OccLLaMA}"
Thursday,ThI2I,Interactive Session,Hall C,ThI2I.304,15:00-16:30,GaussTwin: Unified Simulation and Correction with Gaussian Splatting for Robotic Digital Twins,"Cai, Yichen; Jansonnie, Paul; de Farias, Cristiana; Arenz, Oleg; Peters, Jan",Technische Universität Darmstadt; Technische Universität Darmstadt; Technische Universität Darmstadt; Technische Universität Darmstadt; Technische Universität Darmstadt,Visual Tracking; RGB-D Perception; Contact Modeling,,model predictive control,"Digital twins promise to enhance robotic manipulation by maintaining a consistent link between real-world perception and simulation. However, most existing systems struggle with the lack of a unified model, complex dynamic interactions, and the real-to-sim gap, which limits downstream applications such as model predictive control. Thus, we propose GaussTwin, a real-time digital twin that combines position-based dynamics with discrete Cosserat rod formulations for physically grounded simulation, and Gaussian splatting for efficient rendering and visual correction. By anchoring Gaussians to physical primitives and enforcing coherent SE(3) updates driven by photometric error and segmentation masks, GaussTwin achieves stable predictioncorrection while preserving physical fidelity. Through experiments in both simulation and on a Franka Research 3 platform, we show that GaussTwin consistently improves tracking accuracy and robustness compared to shape-matching and rigid-only baselines, while also enabling downstream tasks such as push-based planning. These results highlight GaussTwin as a step toward unified, physically meaningful digital twins that can support closed-loop robotic interaction and learning."
